Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,268.902,269.903,1.001,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,294.094,295.128,1.034,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,300.467,304.571,4.104,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,312.212,313.113,0.901,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,323.357,324.791,1.434,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,344.945,346.380,1.435,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,unsupported,STATE,354.922,363.964,9.042,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,387.154,389.323,2.169,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,unsupported,STATE,424.758,426.360,1.602,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,435.435,436.470,1.035,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,472.506,474.441,1.935,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,unsupported,STATE,476.310,479.012,2.702,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,493.293,494.394,1.101,,
ZIMLR vGAT OFT1219_6 - Zahra,2021-11-27 13:47:54,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_6.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,495.863,497.497,1.634,,
