Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,4.037,5.806,1.769,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,33.800,34.701,0.901,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,50.551,51.885,1.334,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,53.854,56.056,2.202,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,57.991,60.060,2.069,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,127.160,128.161,1.001,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,196.230,198.232,2.002,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,199.266,201.134,1.868,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,211.211,212.646,1.435,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,220.053,221.021,0.968,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,226.693,227.761,1.068,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,228.195,230.230,2.035,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,235.002,236.737,1.735,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,239.840,241.275,1.435,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,242.976,244.645,1.669,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,249.283,250.851,1.568,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,252.920,254.555,1.635,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,257.558,259.693,2.135,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,unsupported,STATE,261.528,262.262,0.734,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,unsupported,STATE,262.563,262.996,0.433,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,unsupported,STATE,278.345,279.313,0.968,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,286.587,287.688,1.101,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,292.359,294.027,1.668,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,308.208,309.309,1.101,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,313.347,315.115,1.768,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,unsupported,STATE,321.054,322.256,1.202,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,unsupported,STATE,323.357,324.758,1.401,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,unsupported,STATE,326.793,327.995,1.202,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,415.415,415.849,0.434,,
ZIMLR vGAT OFT_3 - Zahra,2021-11-18 17:28:14,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_3.mpg,1983.830,29.97,mouse,Rear,,supported,STATE,417.818,420.087,2.269,,
