Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,237.171,238.772,1.601,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,243.710,244.645,0.935,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,247.314,249.149,1.835,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,256.657,258.859,2.202,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,266.099,270.103,4.004,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,271.038,272.840,1.802,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,283.417,284.852,1.435,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,286.687,288.322,1.635,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,294.995,296.330,1.335,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,298.232,300.767,2.535,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,301.001,304.004,3.003,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,316.950,318.352,1.402,,
ZIMLR vGAT OFT_2 - Zahra,2021-11-12 12:16:02,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT_2.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,361.929,364.398,2.469,,
