Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,84.351,85.118,0.767,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,86.620,88.021,1.401,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,98.265,99.700,1.435,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,104.104,104.838,0.734,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,139.139,139.940,0.801,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,165.966,167.034,1.068,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,181.481,182.583,1.102,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,184.284,186.220,1.936,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,189.256,190.190,0.934,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,237.204,237.871,0.667,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,289.923,291.325,1.402,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,297.030,299.299,2.269,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,301.268,302.302,1.034,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,307.641,309.710,2.069,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,311.378,313.313,1.935,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,318.519,319.686,1.167,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,328.695,330.130,1.435,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,336.336,336.870,0.534,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,338.939,341.041,2.102,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,349.816,351.151,1.335,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,supported,STATE,360.928,362.596,1.668,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,unsupported,STATE,490.324,496.964,6.640,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,unsupported,STATE,517.851,518.552,0.701,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,unsupported,STATE,522.523,524.224,1.701,,
ZIMLR vGAT OFT1219_5 - Zahra,2021-11-27 12:58:23,,C:/Aaallmine/jobs/VGL/boris/oft_videos/ZIMLR vGAT OFT1219_5.mpg,2010.050,29.97,mouse,Rear,,unsupported,STATE,528.795,530.764,1.969,,
