Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,220.587,221.588,1.001,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,241.542,243.277,1.735,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,247.147,250.284,3.137,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,253.387,254.788,1.401,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,258.692,261.295,2.603,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,263.964,264.598,0.634,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,268.936,274.908,5.972,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,281.315,283.083,1.768,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,291.592,293.227,1.635,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,300.634,301.535,0.901,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,308.809,312.246,3.437,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,319.987,323.357,3.370,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,338.338,340.374,2.036,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,346.380,348.115,1.735,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,349.983,351.218,1.235,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,357.558,358.392,0.834,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,402.302,403.971,1.669,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,411.211,412.346,1.135,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,416.183,417.384,1.201,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,unsupported,STATE,434.168,435.102,0.934,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,unsupported,STATE,436.303,437.371,1.068,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,442.943,444.278,1.335,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,449.349,450.484,1.135,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,461.862,462.996,1.134,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,477.978,480.480,2.502,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,489.289,490.457,1.168,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,500.534,501.535,1.001,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,502.002,503.504,1.502,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,514.548,516.483,1.935,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,526.527,529.530,3.003,,
0620 OFT 3min epochs_5 - Zahra,2021-10-29 15:46:38,,C:/Aaallmine/jobs/VGL/boris/oft_videos/0620 OFT 3min epochs_5.mpg,1632.270,29.97,mouse,Rear,,supported,STATE,538.939,540.574,1.635,,
